,JOB_TITLE,JOB_CODE,JOB_GROUP,SERVICE_GROUP
163,BEAUTICIAN,7300,Journeyman Trade,LABOR AND TRADES
164,BEHAVIORAL HEALTH CLINICIAN,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
165,BEHAVIORAL HEALTH TEAM LEADER,2300,Nursing,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
166,BENEFITS ANALYST,1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
167,"BENEFITS ANALYST, SFUSD",1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
168,BENEFITS SUPERVISOR,1800,"Budget, Administrative and Statistical Analysis","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
169,BENEFITS TECHNICIAN,1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
170,"BENEFITS TECHNICIAN, SFUSD",1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
171,BIOLOGIST,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
171,BIOLOGIST I/II,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
172,BIOLOGIST III,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
173,"BOARD SECRETARY, MUNICIPAL TRANSPORTATION AGENCY",9100,Street Transit,TRANSPORTATION
173,"BOARD SCTY, MTA",9100,Street Transit,TRANSPORTATION
173,BOARD SECRETARY - MUNICIPAL TRANSPORTATION AGENC,9100,Street Transit,TRANSPORTATION
174,"BOARD/COMMISSION MEMBER, GROUP II, M = @ $25.00/MEETING",100,OTHERS,OTHERS
174,"BDCOMM MBR, GRP2,M=$25/MTG",100,OTHERS,OTHERS
175,"BOARD/COMMISSION MEMBER, GROUP III, M = @ $50.00/MEETING",100,OTHERS,OTHERS
175,"BDCOMM MBR, GRP3,M=$50/MTG",100,OTHERS,OTHERS
176,"BOARD/COMMISSION MEMBER, GROUP V, M = @ $100.00/MONTH",100,OTHERS,OTHERS
177,"BOARD/COMMISSION MEMBER, GROUP VI, D = @ $100.00/HALF DAY",100,OTHERS,OTHERS
177,"BDCOMM MBR, GRP5,M$100/MO",100,OTHERS,OTHERS
176,"BOARD/COMMISSION MEMBER, GROUP II",100,OTHERS,OTHERS
177,"BOARD/COMMISSION MEMBER, GROUP III",100,OTHERS,OTHERS
177,"BOARD/COMMISSION MEMBER, GROUP V",100,OTHERS,OTHERS
178,"BOARD/COMMISSION MEMBER, GROUP VII, M = @ $500.00/MONTH",100,OTHERS,OTHERS
178,"BOARD COMMISSION MEMBER, $200 PER MEETING",100,OTHERS,OTHERS
178,"BRD COMM MBR, M=$200/MTG",100,OTHERS,OTHERS
179,BOARD/COMMISSION SECRETARY III,0,OTHERS,OTHERS
179,BD/COMM SECRETARY 3,0,OTHERS,OTHERS
180,BOOK REPAIRER,7400,Skilled Labor,LABOR AND TRADES
181,BOOKBINDER,100,OTHERS,OTHERS
182,BRAILLIST,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
183,BRICKLAYER,7300,Journeyman Trade,LABOR AND TRADES
184,BRIDGETENDER,7400,Skilled Labor,LABOR AND TRADES
185,BUILDING AND GROUNDS PATROL OFFICER,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
185,BLDG & GROUNDS PATROL OFFICER,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
186,BUILDING INSPECTOR,6300,Construction Inspection,INSPECTION
187,BUILDING PLANS ENGINEER,5200,Professional Engineering,ENGINEERING AND PUBLIC WORKS
188,BUILDINGS AND GROUNDS MAINTENANCE SUPERINTENDENT,7100,Administrative,LABOR AND TRADES
188,BLDGS & GROUNDS MAINT SUPT,7100,Administrative,LABOR AND TRADES
189,BLDG & GROUNDS MAINT SPRV,7200,Supervisory,LABOR AND TRADES
189,BUILDINGS AND GROUNDS MAINTENANCE SUPERVISOR,7200,Supervisory,LABOR AND TRADES
190,CABLE MACHINERY SUPERVISOR,7200,Supervisory,LABOR AND TRADES
191,CABLE SPLICER,7300,Journeyman Trade,LABOR AND TRADES
192,CAMP ASSISTANT,3200,Recreation,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
193,"CAPT,FIRE PREV OR FIRE INVSGTN",0,Fire Fighter,"FIRE, POLICE"
194,CAPTAIN (POLICE DEPARTMENT),0,Police Officer,"FIRE, POLICE"
194,CAPTAIN 3,0,Police Officer,"FIRE, POLICE"
195,"CAPTAIN, DIVISION OF TRAINING",0,Fire Fighter,"FIRE, POLICE"
196,"CAPTAIN, EMERGENCY MED SVCS",0,Fire Fighter,"FIRE, POLICE"
196,"CAPTAIN, EMERGENCYCY MEDICAL SERVICES",0,Fire Fighter,"FIRE, POLICE"
197,"CAPTAIN, BUREAU OF FIRE PREVENTION AND PUBLIC SAFE",0,Fire Fighter,"FIRE, POLICE"
197,"CAPTAIN, FIRE SUPPRESSION",0,Fire Fighter,"FIRE, POLICE"
197,"INVESTIGATOR, BUREAU OF FIRE INVESTIGATION",0,Fire Fighter,"FIRE, POLICE"
197,"INSPECTOR, BUREAU OF FIRE PREVENTION AND PUBLIC SA",0,Fire Fighter,"FIRE, POLICE"
198,CAR AND AUTO PAINTER,7300,Journeyman Trade,LABOR AND TRADES
199,CARPENTER,7300,Journeyman Trade,LABOR AND TRADES
200,CARPENTER SUPERVISOR I,7200,Supervisory,LABOR AND TRADES
201,CARPENTER SUPERVISOR II,7200,Supervisory,LABOR AND TRADES
202,CASHIER I,4300,Revenue,"PROPERTY APPRAISAL, TAXATION AND REVENUE"
203,CASHIER II,4300,Revenue,"PROPERTY APPRAISAL, TAXATION AND REVENUE"
204,CASHIER III,4300,Revenue,"PROPERTY APPRAISAL, TAXATION AND REVENUE"
205,CEMENT FINISHER SUPERVISOR I,7200,Supervisory,LABOR AND TRADES
206,CEMENT FINISHER SUPERVISOR II,7200,Supervisory,LABOR AND TRADES
207,CEMENT MASON,7300,Journeyman Trade,LABOR AND TRADES
208,CENTRAL PROCESSING AND DISTRIBUTION TECHNICIAN,2300,Nursing,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
208,CENTRAL PROCESSING & DIST TECH,2300,Nursing,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
209,CHEF/PRODUCTION MANAGER,2600,Dietary and Food 2900 Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
210,CHEMIST,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
210,CHEMIST I/II,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
211,CHEMIST III,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
212,"CHIEF ADMINISTRATIVE SERVICES, SFUSD",9900,Federal Programs,TRANSPORTATION
213,CHIEF ADULT PROBATION OFFICER,8400,Probation and Parole,LEGAL PROTECTION AND DETENTION
214,CHIEF ADULT PROBATION OFFICER (SFERS),8500,Probation and Parole,LEGAL PROTECTION AND DETENTION
215,CHIEF ATTORNEY I (CIVIL & CRIMINAL),8100,Legal and Court,LEGAL PROTECTION AND DETENTION
215,CHIEF ATTY1 (CIVIL & CRIMINAL),8100,Legal and Court,LEGAL PROTECTION AND DETENTION
216,CHIEF BUILDING INSPECTOR,6300,Construction Inspection,INSPECTION
217,CHIEF CLERK,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
218,CHIEF DEPUTY ADULT PROBATION OFFICER,8400,Probation and Parole,LEGAL PROTECTION AND DETENTION
218,CHIEF DEPUTY ADLT PROBATION OF,8400,Probation and Parole,LEGAL PROTECTION AND DETENTION
219,CHIEF DEPUTY ADULT PROBATION OFFICER (SFERS),8500,Probation and Parole,LEGAL PROTECTION AND DETENTION
219,CHIEF DEP ADLT PROB OF (SFERS),8500,Probation and Parole,LEGAL PROTECTION AND DETENTION
220,CHIEF DEPUTY SHERIFF,8300,Correction and Detention,LEGAL PROTECTION AND DETENTION
221,CHIEF DEPUTY SHERIFF (SFERS),8500,Correction and Detention,LEGAL PROTECTION AND DETENTION
222,CHIEF DIETITIAN,2600,Dietary and Food 2900 Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
223,CHIEF DISTRICT ATTORNEY INVESTIGATOR (SFERS),8500,Correction and Detention,LEGAL PROTECTION AND DETENTION
223,CHF DISTRICT ATTY INVESTIGATOR,8500,Correction and Detention,LEGAL PROTECTION AND DETENTION
223,CHIEF DISTRICT ATTORNEY'S INVESTIGATOR,8500,Correction and Detention,LEGAL PROTECTION AND DETENTION
224,CHIEF DISTRICT ATTORNEYS INVESTIGATOR,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
225,CHIEF ELECTRICAL INSPECTOR,6200,Public Safety Inspection,INSPECTION
226,"CHIEF FINANCIAL OFFICER, SFUSD",9900,Federal Programs,TRANSPORTATION
227,CHIEF FIRE ALARM DISPATCHER,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
227,SENIOR POLICE COMMUNICATIONS DISPATCHER,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
228,CHIEF FORENSIC TOXICOLOGIST,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
229,"CHIEF GENERAL COUNSEL, SFUSD",9900,Federal Programs,TRANSPORTATION
230,CHIEF HOUSING INSPECTOR,6200,Public Safety Inspection,INSPECTION
231,CHIEF INVESTMENT OFFICER,1100,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
232,CHIEF NURSERY SPECIALIST,3400,Agriculture and Horticulture,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
233,"CHIEF OF DEPARTMENT, (FIRE DEPARTMENT)",100,Fire Fighter,"FIRE, POLICE"
234,"CHIEF OF FACILITIES, SFUSD",9900,Federal Programs,TRANSPORTATION
235,CHIEF OF POLICE,300,Police Officer,"FIRE, POLICE"
236,"CHIEF OF POLICY AND PLANNING, SFUSD",9900,Federal Programs,TRANSPORTATION
237,"CHIEF OF PUBLIC ENGAGEMENT, SFUSD",9900,Federal Programs,TRANSPORTATION
238,"CHIEF OF STAFF, SFUSD",9900,Federal Programs,TRANSPORTATION
239,"CHIEF OPERATING OFFICER, PUBLIC TRANSPORTATION DEPT.",9100,Street Transit,TRANSPORTATION
240,"CHIEF OPERATING OFFICER, SFUSD",9900,Federal Programs,TRANSPORTATION
241,CHIEF PAYROLL AND PERSONNEL CLERK,1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
241,CHF PAYROLL & PERSONNEL CLERK,1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
242,CHIEF PLUMBING INSPECTOR,6200,Public Safety Inspection,INSPECTION
243,CHIEF PREPARATOR,3500,Cultural,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
244,"CHIEF PROBATION OFFICER, JUVENILE COURT",8400,Probation and Parole,LEGAL PROTECTION AND DETENTION
244,"CHF PROB OFC, JUV COURT",8400,Probation and Parole,LEGAL PROTECTION AND DETENTION
245,"CHIEF PROBATION OFFICER, JUVENILE COURT (SFERS)",8500,Correction and Detention,LEGAL PROTECTION AND DETENTION
246,CHIEF STATIONARY ENGINEER,7200,Supervisory,LABOR AND TRADES
247,"CHIEF STATIONARY ENGINEER, SEWAGE PLANT",7200,Supervisory,LABOR AND TRADES
247,"CHF STATIONARY ENG, SEW PLANT",7200,Supervisory,LABOR AND TRADES
248,"CHIEF STATIONARY ENGINEER, WATER TREATMENT PLANT",7200,Supervisory,LABOR AND TRADES
248,"CHF STATNRY ENG,WTRTREAT PLNT",7200,Supervisory,LABOR AND TRADES
249,CHIEF SURVEYOR,5200,Professional Engineering,ENGINEERING AND PUBLIC WORKS
250,CHIEF TELEPHONE OPERATOR,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
251,CHIEF VICTIM/WITNESS INVESTIGATOR,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
251,CHF VICTIM/WITNESS INVSTGTOR,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
252,CHIEF WATER SERVICE INSPECTOR,7200,Supervisory,LABOR AND TRADES
253,CHILD CARE SPECIALIST,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
254,CHILD SUPPORT OFFICER I,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
255,CHILD SUPPORT OFFICER II,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
256,CHILD SUPPORT OFFICER III,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
257,CHILDRENS CENTER ASSISTANT HOUSEPARENT,2600,Dietary and Food 2900 Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
258,CHILDRENS CENTER HOUSEPARENT,2600,Dietary and Food 2900 Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
259,CITIZENS COMPLAINT OFFICER,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
260,CITY ATTORNEY,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
261,CITY PLANNING INTERN,5200,Professional Engineering,ENGINEERING AND PUBLIC WORKS
261,CITY PLANNING GRAPHICS SUPERVISOR,5200,Professional Engineering,ENGINEERING AND PUBLIC WORKS
262,CITY SHOPS ASSISTANT SUPERINTENDENT,7200,Supervisory,LABOR AND TRADES
262,CITY SHOPS ASST SUPERINTENDENT,7200,Supervisory,LABOR AND TRADES
263,CLAIMS ADJUSTER,9100,Street Transit,TRANSPORTATION
264,CLAIMS INVESTIGATOR,9100,Street Transit,TRANSPORTATION
264,"CLAIMS INVESTIGATOR, CA",9100,Street Transit,TRANSPORTATION
265,"CLAIMS INVESTIGATOR, CITY ATTORNEYS OFFICE",8100,Legal and Court,LEGAL PROTECTION AND DETENTION
265,CLAIMS INVESTIGATOR CITY ATTORNEYS OFFICE,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
266,CLAIMS PROCESS CLERK,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
267,CLERK,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
268,CLERK TYPIST,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
269,CLINICAL NURSE SPECIALIST,2300,Nursing,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
270,CLINICAL PHARMACIST,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
271,CLINICAL PSYCHOLOGIST,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
272,COLLECTION SUPERVISOR,4300,Revenue,"PROPERTY APPRAISAL, TAXATION AND REVENUE"
273,COLLECTIONS OFFICER,4300,Revenue,"PROPERTY APPRAISAL, TAXATION AND REVENUE"
274,COLLEGE AIDE,3500,Cultural,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
276,DUTY OFFICER,400,OTHERS,OTHERS
275,COMMANDER (POLICE DEPARTMENT),400,Police Officer,"FIRE, POLICE"
276,COMMANDER II,400,OTHERS,OTHERS
277,COMMANDER III,400,OTHERS,OTHERS
278,COMMERCIAL DIVISION ASSISTANT SUPERVISOR,4300,Revenue,"PROPERTY APPRAISAL, TAXATION AND REVENUE"
278,COMMERCIAL DIV ASST SPRV,4300,Revenue,"PROPERTY APPRAISAL, TAXATION AND REVENUE"
279,COMMUNICATION LINE SPRV1,7200,Supervisory,LABOR AND TRADES
279,COMMUNICATION LINE SUPERVISOR I,7200,Supervisory,LABOR AND TRADES
280,COMMUNICATIONS DISPATCHER I,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
280,COMMUNICATIONS DIRECTOR,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
281,COMMUNICATIONS DISPATCHER II,1700,Office and Photographic Machine,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
282,COMMUNICATIONS LINE WORKER SUPERVISOR II,7200,Supervisory,LABOR AND TRADES
282,COMMUNICATIONS LINE WRK SPRV 2,7200,Supervisory,LABOR AND TRADES
283,COMMUNICATIONS SYSTEMS TECHNICIAN,7300,Journeyman Trade,LABOR AND TRADES
283,COMMUNICATIONS SYSTEMS TECH,7300,Journeyman Trade,LABOR AND TRADES
284,COMMUNITY DEVELOPMENT ASSISTANT,9700,Manpower Planning Unit,TRANSPORTATION
284,COMMUNITY DEVELOPMENT ASST,9700,Manpower Planning Unit,TRANSPORTATION
285,COMMUNITY DEVELOPMENT SPECIALIST,9700,Manpower Planning Unit,TRANSPORTATION
285,COMMUNITY DEVELOPMENT SPEC,9700,Manpower Planning Unit,TRANSPORTATION
286,COMMUNITY POLICE SERVICES AIDE,9200,Airport Operation,TRANSPORTATION
287,POLICE COMMUNICATIONS SHIFT SUPERVISOR,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
287,POLICE SERVICES AIDE,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
287,COMMUNITY POLICE SERVICES AIDE SUPERVISOR,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
287,COMM POL SVCS AIDE SUPERVISOR,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
288,"CONFIDENTIAL CHIEF ATTORNEY II, (CIVIL & CRIMINAL)",0,OTHERS,OTHERS
288,CONFIDENTIAL CHIEF ATTORNEY II (CIVIL & CRIMINAL),0,OTHERS,OTHERS
288,"CFDNTAL CHF ATTY 2,(CVL&CRMNL)",0,OTHERS,OTHERS
289,CONFIDENTIAL SECRETARY AND EXECUTIVE ASSISTANT TO PUBLIC DEFENDER,1500,Administrative Secretarial,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
290,CONFIDENTIAL SECRETARY TO CITY ATTORNEY,1500,Administrative Secretarial,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
290,CONFIDENTIAL SECRETARY CITY ATTORNEY,1500,Administrative Secretarial,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
290,SUP CT ADMIN SECRETARY,1500,Administrative Secretarial,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
290,SUPERVISING COURT ADMINISTRATIVE SECRETARY,1500,Administrative Secretarial,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
290,CFDNTAL SCTRY TO CITY ATTY,1500,Administrative Secretarial,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
291,CONFIDENTIAL SECRETARY TO DISTRICT ATTORNEY,1500,Administrative Secretarial,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
291,CFDNTAL SCTRY TO DISTRIC ATTY,1500,Administrative Secretarial,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
292,"CONFIDENTIAL SECRETARY TO THE SUPERINTENDENT, SF JR COLLEGE DIST",1500,Administrative Secretarial,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
293,CONFIDENTIAL SECRETARY/EXECUTIVE ASSISTANT TO SCHOOL SUPERINTENDENT,1500,Administrative Secretarial,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
294,CONSERVATORSHIP/CASE MANAGEMENT SUPERVISOR,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
294,CONSERVATORSHIP/CASE MGNT SUPV,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
294,CONSERVATORSHIP/CASE MGT SPRV,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
294,CONVERSION,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
295,CONSTRUCTION INSPECTOR,6300,Construction Inspection,INSPECTION
296,CONTRACT COMPLIANCE OFFICER I,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
297,CONTRACT COMPLIANCE OFFICER II,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
298,CONTROLLER,1600,"Payroll, Billing and Accounting","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
299,COOK,2600,Dietary and Food 2900 Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
299,CHEF,2600,Dietary and Food 2900 Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
300,COOK MANAGER SECONDARY SCHOOL,2600,Dietary and Food 2900 Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
301,COORD OF COMMUNITY SERVICE,0,Fire Fighter,"FIRE, POLICE"
302,COORDINATOR OF CITIZEN INVOLVEMENT,5400,Community Development,ENGINEERING AND PUBLIC WORKS
302,COORD OF CITIZEN INVOLVEMENT,5400,Community Development,ENGINEERING AND PUBLIC WORKS
303,"COORDINATOR, HUMAN RIGHTS COMMISSION",2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
303,"COORD, HUMAN RIGHTS COMM",2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
304,COUNSELOR II,8300,Correction and Detention,LEGAL PROTECTION AND DETENTION
305,COUNSELOR II (SFERS),8500,Correction and Detention,LEGAL PROTECTION AND DETENTION
306,"COUNSELOR, JUVENILE HALL",8300,Correction and Detention,LEGAL PROTECTION AND DETENTION
307,"COUNSELOR, JUVENILE HALL (SFERS)",8500,Correction and Detention,LEGAL PROTECTION AND DETENTION
307,"COUNSELOR, JUVENILE HALL SFERS",8500,Correction and Detention,LEGAL PROTECTION AND DETENTION
308,"COUNSELOR, LOG CABIN RANCH",8300,Correction and Detention,LEGAL PROTECTION AND DETENTION
309,"COUNSELOR, LOG CABIN RANCH (SFERS)",8500,Correction and Detention,LEGAL PROTECTION AND DETENTION
309,"COUNSELOR,LOG CABIN RNCH SFERS",8500,Correction and Detention,LEGAL PROTECTION AND DETENTION
310,COURT ADMINISTRATIVE SECRETARY,8400,Legal and Court,LEGAL PROTECTION AND DETENTION
310,COURT ALTERNATIVE SPECIALIST I,8400,Legal and Court,LEGAL PROTECTION AND DETENTION
310,DRUG COURT COORDINATOR,8400,Legal and Court,LEGAL PROTECTION AND DETENTION
310,COURT ADMINISTRATOR,8400,Legal and Court,LEGAL PROTECTION AND DETENTION
310,COURT AD RESOLUTION COORDINATOR,8400,Legal and Court,LEGAL PROTECTION AND DETENTION
311,COURT CLERK,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
312,COURT REPORTER,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
312,"COURT ASSISTANT - SENIOR, SUPERIOR COURT",8100,Legal and Court,LEGAL PROTECTION AND DETENTION
310,"COURT ASSISTANT, SUPERIOR COURT",8400,Legal and Court,LEGAL PROTECTION AND DETENTION
310,"COURT ASST-SR, SUPERIOR COURT",8400,Legal and Court,LEGAL PROTECTION AND DETENTION
310,"COURT ASST., SUPERIOR COURT",8400,Legal and Court,LEGAL PROTECTION AND DETENTION
310,COURT COMMISSIONER,8400,Legal and Court,LEGAL PROTECTION AND DETENTION
311,COURT COMPUTER APPLICATIONS ANALYST,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
312,COURT COMPUTER APPLICATIONS PROGRAMMER,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
312,COURT COMPUTER FACILITIES COORDINATOR,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
310,COURT COMPUTER SYS MANAGER,8400,Legal and Court,LEGAL PROTECTION AND DETENTION
310,COURT COMPUTER SYSTEMS ENGINEER II,8400,Legal and Court,LEGAL PROTECTION AND DETENTION
310,COURT COMPUTER SYSTEMS MANAGER,8400,Legal and Court,LEGAL PROTECTION AND DETENTION
310,COURT EXECUTIVE OFFICER,8400,Legal and Court,LEGAL PROTECTION AND DETENTION
311,COURT INTERPRETER,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
312,COURT INTERPRETER SUPERVISOR,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
312,COURT INVESTIGATOR,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
310,"COURT INVSTGTOR, SUPERIOR CRT",8400,Legal and Court,LEGAL PROTECTION AND DETENTION
310,COURT MANAGER,8400,Legal and Court,LEGAL PROTECTION AND DETENTION
310,COURT PARALEGAL,8400,Legal and Court,LEGAL PROTECTION AND DETENTION
310,COURT REPORTER COORDINATOR,8400,Legal and Court,LEGAL PROTECTION AND DETENTION
311,COURT STAFF ATTORNEY II,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
312,COURT SUPERVISOR I,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
312,COURT SUPERVISOR II,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
312,COURT TRAINING SPECIALIST,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
311,CT COMP APP ANALYST,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
312,CT COMP APP PROGRAMMER,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
312,CT COMP FACILITIES COORD,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
312,CT COMP SYS ENGINEER II,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
312,ASSISTANT COURT REPORTER COORDINATOR,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
313,CRAFTS INSTRUCTOR,3200,Recreation,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
313,ZOO CURATOR,3200,Recreation,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
314,CRANE MECHANIC SUPERVISOR,9300,Port Commission,TRANSPORTATION
315,CRIME LABORATORY MANAGER,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
315,CRIME LAB MGR,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
316,CRIME SCENE INVESTIGATIONS MANAGER,300,OTHERS,OTHERS
317,CRIME SCENE INVESTIGATIONS MANAGER II,300,OTHERS,OTHERS
318,CRIME SCENE INVESTIGATIONS MANAGER III,300,OTHERS,OTHERS
319,CRIMINAL JUSTICE SPECIALIST II,8400,Probation and Parole,LEGAL PROTECTION AND DETENTION
320,CRIMINALIST I,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
321,CRIMINALIST II,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
322,CRIMINALIST III,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
323,CURATOR I,3500,Cultural,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
324,CURATOR II,3500,Cultural,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
325,CURATOR III,3500,Cultural,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
326,CURATOR IV,3500,Cultural,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
326,CURATOR 4,3500,Cultural,"RECREATION, PARK, AGRICULTURAL AND CULTURAL"
327,CUSTODIAL ASSISTANT SUPERVISOR,2700,Housekeeping and Laundry,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
328,CUSTODIAL SUPERVISOR,2700,Housekeeping and Laundry,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
329,CUSTODIAN,2700,Housekeeping and Laundry,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
